# We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
# All Submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus Name	Location	Collection Date	Originating Laboratory	Submitting Laboratory	Authors
EPI_ISL_406036	hCoV-19/USA/CA2/2020	North America / USA / California / Orange County	1/22/20	California Department of Public Health 	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention 	Anna Uehara, Krista Queen, Ying Tao, Yan Li, Clinton R. Paden, Jing Zhang, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong 
EPI_ISL_406030	hCoV-19/Shenzhen/HKU-SZ-002/2020	Asia / China / Guangdong / Shenzhen	1/10/20	The University of Hong Kong - Shenzhen Hospital	Li Ka Shing Faculty of Medicine, The University of Hong Kong	Chan,J.F.-W., Yuan,S., Kok,K.H., To,K.K.-W., Chu,H., Yang,J., Xing,F., Liu,J., Yip,C.C.-Y., Poon,R.W.-S., Tsai,H.W., Lo,S.K.-F., Chan,K.H., Poon,V.K.-M., Chan,W.M., Ip,J.D., Cai,J.P., Cheng,V.C.-C., Chen,H., Hui,C.K.-M. and Yuen,K.Y.
EPI_ISL_406031	hCoV-19/Taiwan/2/2020	Asia / Taiwan / Kaohsiung	1/23/20	Centers for Disease Control, R.O.C. (Taiwan)	Centers for Disease Control, R.O.C. (Taiwan)	Ji-Rong Yang, Yu-Chi Lin, Jung-Jung Mu, Ming-Tsan Liu, Shu-Ying Li
EPI_ISL_420328	hCoV-19/Belgium/VGA-030672/2020	Europe / Belgium / Alken	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420327	hCoV-19/Belgium/HL-030771/2020	Europe / Belgium / Zonhoven	3/7/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420329	hCoV-19/Belgium/GE-030573/2020	Europe / Belgium / Riemst	3/5/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420324	hCoV-19/Belgium/DVBJ-030468/2020	Europe / Belgium / Braine-le-Chateau	3/4/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420323	hCoV-19/Belgium/BJ-030767/2020	Europe / Belgium / Waterloo	3/7/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420326	hCoV-19/Belgium/AKM-030670/2020	Europe / Belgium / Winksele	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420325	hCoV-19/Belgium/DLDJ-030569/2020	Europe / Belgium / Poppel	3/5/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420322	hCoV-19/Belgium/DBOM-030566/2020	Europe / Belgium / Elsene	3/5/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420321	hCoV-19/Belgium/WWM-030665/2020	Europe / Belgium / Rixensart	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420317	hCoV-19/Belgium/RJ-030552/2020	Europe / Belgium / Heverlee	3/5/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420316	hCoV-19/Belgium/QOJ-030751/2020	Europe / Belgium / Dilbeek	3/7/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420319	hCoV-19/Belgium/GJ-030458/2020	Europe / Belgium / Montigny-le-Tilleul	3/4/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420315	hCoV-19/Belgium/RYR-030649/2020	Europe / Belgium / Yernee-fraineux	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420314	hCoV-19/Belgium/NL-030447/2020	Europe / Belgium / Brussel	3/4/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420353	hCoV-19/Belgium/LD-030597/2020	Europe / Belgium / Stekene	3/5/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420352	hCoV-19/Belgium/DCS-030796/2020	Europe / Belgium / Sint-Gillis-Waas	3/7/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420355	hCoV-19/Belgium/RR-030699/2020	Europe / Belgium / Ronse	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420354	hCoV-19/Belgium/BS-030598/2020	Europe / Belgium / Waasmunster	3/5/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420351	hCoV-19/Belgium/VMC-030695/2020	Europe / Belgium / Gent	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420350	hCoV-19/Belgium/BDW-030694/2020	Europe / Belgium / Geluwe	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420349	hCoV-19/Belgium/DD-030593/2020	Europe / Belgium / Haulchin	3/5/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420345	hCoV-19/Belgium/MC-030689/2020	Europe / Belgium / Couvin	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420348	hCoV-19/Belgium/FM-030592/2020	Europe / Belgium / Havre	3/5/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420347	hCoV-19/Belgium/DA-030691/2020	Europe / Belgium / Courcelles	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420342	hCoV-19/Belgium/ECC-030686/2020	Europe / Belgium / Temploux	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420341	hCoV-19/Belgium/LM-030685/2020	Europe / Belgium / Theux	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420344	hCoV-19/Belgium/RJL-030588/2020	Europe / Belgium / Havelange	3/5/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420343	hCoV-19/Belgium/BM-030687/2020	Europe / Belgium / Andenne	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420340	hCoV-19/Belgium/MJP-030684/2020	Europe / Belgium / Henri-chapelle	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420339	hCoV-19/Belgium/SJ-030583/2020	Europe / Belgium / Limbourg	3/5/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420335	hCoV-19/Belgium/CD-030679/2020	Europe / Belgium / Bierset	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420334	hCoV-19/Belgium/GOF-030578/2020	Europe / Belgium / Berloz	3/5/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420337	hCoV-19/Belgium/PAN-030681/2020	Europe / Belgium / Herve	3/5/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420336	hCoV-19/Belgium/PA-030680/2020	Europe / Belgium / Soumagne	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_420356	hCoV-19/Belgium/MJP-0306100/2020	Europe / Belgium / Henri-chapelle	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras, Bert Vanmechelen, Tony Wawina, Piet Maes
EPI_ISL_425177	hCoV-19/Canada/ON-VIDO-01/2020	North America / Canada / Ontario	1/23/20	Public Health Ontario	Public Health Agency of Canada - National Microbiology Laboratory	Amrit S. Boese, Nikesh Tailor, Anders Leung, Joshua Quick, Shari Tyson, Morag Graham, Jonathan Audet, Natalie Knox, Darwyn Kobasa
EPI_ISL_407313	hCoV-19/Hangzhou/HZCDC0001/2020	Asia / China / Zhejiang / Hangzhou	1/19/20	Hangzhou Center for Disease Control and Prevention	Hangzhou Center for Disease Control and Prevention	Jun Li, Haoqiu Wang, Hua Yu, Lingfeng Mao, Xinfen Yu, Zhou Sun, Qingxin Kong, Xin Qian, Shuchang Chen, Xuchu Wang
EPI_ISL_426417	hCoV-19/USA/GA_2070/2020	North America / USA / Georgia	3/7/20	GA Department of Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Anna Uehara, Yan Li, Krista Queen, Clinton R. Paden, Rachel Marine, Ying Tao, Jing Zhang, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_414433	hCoV-19/Netherlands/NoordHolland_1/2020	Europe / Netherlands / Noord Holland	3/3/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414435	hCoV-19/Netherlands/Utrecht_1/2020	Europe / Netherlands / Utrecht	3/3/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414428	hCoV-19/Netherlands/NoordBrabant_1/2020	Europe / Netherlands / Noord Brabant	3/2/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414429	hCoV-19/Netherlands/NoordBrabant_3/2020	Europe / Netherlands / Noord Brabant	3/2/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_426420	hCoV-19/USA/HI_4970/2020	North America / USA / Hawaii	3/5/20	HI Dept. of Health, State Laboratories Division	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Anna Uehara, Yan Li, Krista Queen, Clinton R. Paden, Rachel Marine, Ying Tao, Jing Zhang, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_426421	hCoV-19/USA/HI_7881/2020	North America / USA / Hawaii	3/7/20	HI Dept. of Health, State Laboratories Division	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Anna Uehara, Yan Li, Krista Queen, Clinton R. Paden, Rachel Marine, Ying Tao, Jing Zhang, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_426422	hCoV-19/USA/IN_72003/2020	North America / USA / Indiana	3/7/20	IN State Department of Health Laboratory Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Yan Li, Anna Uehara, Clinton R. Paden, Rachel Marine, Ying Tao, Jing Zhang, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_426423	hCoV-19/USA/IN_82003/2020	North America / USA / Indiana	3/8/20	IN State Department of Health Laboratory Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Yan Li, Anna Uehara, Clinton R. Paden, Rachel Marine, Ying Tao, Jing Zhang, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_426426	hCoV-19/USA/MN_0100/2020	North America / USA / Minnesota	3/5/20	MN PHL Division, Minnesota Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Yan Li, Anna Uehara, Clinton R. Paden, Rachel Marine, Ying Tao, Jing Zhang, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_426427	hCoV-19/USA/MN_0101/2020	North America / USA / Minnesota	3/7/20	MN PHL Division, Minnesota Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Yan Li, Anna Uehara, Clinton R. Paden, Rachel Marine, Ying Tao, Jing Zhang, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_426428	hCoV-19/USA/NC_0025/2020	North America / USA / North Carolina	3/8/20	NC State Laboratory of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Yan Li, Anna Uehara, Clinton R. Paden, Rachel Marine, Ying Tao, Jing Zhang, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_426429	hCoV-19/USA/NV_0016/2020	North America / USA / Nevada	3/7/20	NV State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Yan Li, Anna Uehara, Clinton R. Paden, Rachel Marine, Ying Tao, Jing Zhang, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_414423	hCoV-19/Netherlands/Gelderland_1/2020	Europe / Netherlands / Gelderland	3/2/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_426430	hCoV-19/USA/OH_0019/2020	North America / USA / Ohio	3/8/20	OH Department of Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Yan Li, Anna Uehara, Clinton R. Paden, Rachel Marine, Ying Tao, Jing Zhang, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_426431	hCoV-19/USA/OH_0020/2020	North America / USA / Ohio	3/7/20	OH Department of Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Yan Li, Anna Uehara, Clinton R. Paden, Rachel Marine, Ying Tao, Jing Zhang, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_426432	hCoV-19/USA/PA_2734/2020	North America / USA / Pennsylvania	3/7/20	PA Department of Health, Bureau of Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Yan Li, Anna Uehara, Clinton R. Paden, Rachel Marine, Ying Tao, Jing Zhang, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_426433	hCoV-19/USA/PA_2735/2020	North America / USA / Pennsylvania	3/7/20	PA Department of Health, Bureau of Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Yan Li, Anna Uehara, Clinton R. Paden, Rachel Marine, Ying Tao, Jing Zhang, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_426434	hCoV-19/USA/PA_2887/2020	North America / USA / Pennsylvania	3/8/20	PA Department of Health, Bureau of Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Yan Li, Anna Uehara, Clinton R. Paden, Rachel Marine, Ying Tao, Jing Zhang, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_414451	hCoV-19/Netherlands/NoordBrabant_6/2020	Europe / Netherlands / Noord Brabant	3/6/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414452	hCoV-19/Netherlands/NoordBrabant_12/2020	Europe / Netherlands / Noord Brabant	3/6/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414457	hCoV-19/Netherlands/NoordBrabant_17/2020	Europe / Netherlands / Noord Brabant	3/6/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414443	hCoV-19/Netherlands/Utrecht_11/2020	Europe / Netherlands / Utrecht	3/3/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414446	hCoV-19/Netherlands/ZuidHolland_10/2020	Europe / Netherlands / Zuid Holland	3/3/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414445	hCoV-19/Netherlands/ZuidHolland_9/2020	Europe / Netherlands / Zuid Holland	3/3/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414439	hCoV-19/Netherlands/Utrecht_5/2020	Europe / Netherlands / Utrecht	3/2/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414470	hCoV-19/Netherlands/ZuidHolland_13/2020	Europe / Netherlands / Zuid Holland	3/6/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414476	hCoV-19/USA/NY1-PV08001/2020	North America / USA / New York	2/29/20	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Ana Sylvia Gonzalez-Reiche, Zenab Khan, Nancy Francoeur, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_414479	hCoV-19/USA/CruiseA-19/2020	North America / USA	2/18/20	unknown	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Krista Queen, Clinton R. Paden, Anna Uehara, Jing Zhang, Yan Li, Mary S. Keckler, Alison S. Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong
EPI_ISL_425118	hCoV-19/Korea/KCDC2002/2020	Asia / South Korea	1/30/20	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim, Yoon-Seok Chung, Namjoo Lee, Mi-Seon Kim, Sang Hee Woo, Hye-Jun Jo, Sehee Park, Heui Man Kim, Jun-Sub Kim, Junhyeong Jang, Dong Hyun Song, Daesang Lee, Seong Tae Jeong, Myung Guk Han 
